,vehicle_measure,count,mean,std,min,25%,50%,75%,max,area_name,area_level,rcat,gdp,gdp_unit,gdp_growth,gdp_ratio,year_label,year,CPIH,CPI,Unemployment (%),average_weekly_earnings,av_weekly_earnings_change,unemployment_pct_change
104,fdhgv,8605.0,595.0985473561883,774.4083170819939,0.0,230.0,396.0,687.0,18325.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
105,fdhgva3,8605.0,21.20104590354445,33.21424016471755,0.0,5.0,12.0,25.0,632.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
106,fdhgva5,8605.0,47.89320162696106,114.14963267252227,0.0,6.0,17.0,49.0,6443.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
107,fdhgva6,8605.0,62.46275421266704,153.38790843725883,0.0,6.0,21.0,58.0,3785.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
108,fdhgvr2,8605.0,343.89413131900056,397.0739120153388,0.0,147.0,244.0,401.0,10302.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
109,fdhgvr3,8605.0,60.30633352701918,75.14713021188633,0.0,23.0,41.0,70.0,1854.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
110,fdhgvr4,8605.0,59.34108076699592,118.8819143880465,0.0,13.0,30.0,64.0,2444.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
111,fdlgv,8605.0,2400.0639163277165,1709.8813114137656,3.0,1426.0,2049.0,2838.0,22798.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
112,fdpc,8605.0,254.30784427658335,604.4933647094438,0.0,39.0,87.0,196.0,18629.0,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
113,fd2wmv_ratio,8605.0,0.012800425157940876,0.017841886546199674,0.00016066838046272492,0.005079088666376433,0.007343179555260537,0.011567534549896922,0.20577076209658526,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
114,fdbus_ratio,8605.0,0.02175484434947546,0.03562800714702178,0.0,0.006308670636923388,0.012177944191851654,0.023606929353754854,0.8652482269503546,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
115,fdcar_ratio,8605.0,0.8103000484013119,0.061354370712796084,0.09692671394799053,0.7896780239641208,0.8228605625374028,0.8481848184818482,0.9278871276781048,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
116,fdhgv_ratio,8605.0,0.028758587304929438,0.020404677166121415,0.0,0.016572504708097933,0.024361813731204104,0.035386139290227825,0.4663889414883545,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
117,fdhgva3_ratio,8605.0,0.0010467309206410554,0.0013166513145092815,0.0,0.0003465603881476348,0.0007111310726850812,0.0012942191544434854,0.04289268250836408,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
118,fdhgva5_ratio,8605.0,0.002279702348632577,0.005416219003855859,0.0,0.00040060892556686165,0.00103872121876623,0.0024813895781637717,0.2368119266055046,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
119,fdhgva6_ratio,8605.0,0.002748889013884249,0.0058947630331605575,0.0,0.000429046444277593,0.0012489592006661116,0.002996318808321205,0.19977277030865367,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
120,fdhgvr2_ratio,8605.0,0.01696381490328434,0.008842147826848935,0.0,0.010683424980361352,0.015217391304347828,0.021298495645288996,0.1236182674946052,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
121,fdhgvr3_ratio,8605.0,0.0030353782616963252,0.002482845349950176,0.0,0.0016181786882423824,0.002451105550732779,0.003667654112004514,0.05202312138728324,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
122,fdhgvr4_ratio,8605.0,0.0026840718567908988,0.0031253432912296468,0.0,0.000900225056264066,0.0018148820326678765,0.0033818324813212736,0.05166846071044134,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
123,fdlgv_ratio,8605.0,0.12638609478634474,0.029885549186092517,0.007092198581560284,0.10623556581986143,0.12415633937082934,0.14394269697913425,0.3396124865446717,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
124,fdpc_ratio,8605.0,0.015342039625400025,0.039139732823653635,0.0,0.002508933323196229,0.005653079440642666,0.012461805763585163,1.3924349881796692,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
125,log_fd2wmv,8605.0,4.909887437124911,1.0851803763833552,0.0,4.204692619390967,4.804021044733257,5.484796933490657,8.616676469901188,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
126,log_fdall_mv,8605.0,9.698335726811113,0.58619994596363,6.0473721790462776,9.3672586470476,9.702839079049287,10.041508850433503,11.727617401794634,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
127,log_fdbus,8597.0,5.3206807711211335,1.0923554009333496,0.0,4.584967478670572,5.318119993844216,6.052089168924417,8.932872621931374,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
128,log_fdcar,8605.0,9.484507499686703,0.6047238169029252,3.713572066704309,9.152499372286332,9.485772721999046,9.838949031398556,11.598928834090586,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
129,log_fdhgv,8604.0,5.9825735255672825,0.8820326733462497,0.0,5.4380793089231965,5.9814142112544815,6.532697928650098,9.81602152675485,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
130,log_fdhgva3,8189.0,2.4801830679101755,1.1320667942502929,0.0,1.791759469228055,2.4849066497880004,3.258096538021482,6.448889394146858,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
131,log_fdhgva5,8238.0,2.9149661870237966,1.4380473490254042,0.0,1.9459101490553128,2.8903717578961645,3.951243718581428,8.770749549138642,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
132,log_fdhgva6,8116.0,3.088333922034644,1.5191744995325929,0.0,2.0794415416798357,3.1780538303479458,4.127134385045092,8.23880116587155,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
133,log_fdhgvr2,8603.0,5.492746510724592,0.8251266146922698,0.0,4.990432586778736,5.497168225293202,5.993961427306568,9.24009333012553,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
134,log_fdhgvr3,8584.0,3.68297525431794,0.9238640942978557,0.0,3.1354942159291497,3.713572066704309,4.252041400797348,7.525100746125799,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
135,log_fdhgvr4,8458.0,3.3576918724165803,1.237942326860199,0.0,2.5649493574615367,3.4339872044851463,4.174387269895637,7.8013913202914855,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
136,log_fdlgv,8605.0,7.601718331720465,0.6069384276016435,1.0986122886681098,7.262628600974241,7.625107148238901,7.950854857719988,10.034428091796725,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
137,log_fdpc,8444.0,4.531358948926206,1.3853600575107872,0.0,3.7376696182833684,4.499809670330263,5.303304908059076,9.832474785289707,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
138,log_fd2wmv_ratio,8605.0,-4.7884482896862135,0.8163149926522498,-8.736168065858227,-5.282623429867794,-4.913983348236309,-4.459552850379978,-1.5809925351765448,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
139,log_fdbus_ratio,8597.0,-4.379530204727314,1.0117704671788477,-9.039077442538963,-5.064150580395932,-4.4073244956507205,-3.7445562666736087,-0.14473884564491168,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
140,log_fdcar_ratio,8605.0,-0.2138282271244922,0.08896701333428993,-2.3338001123419705,-0.2361299812004748,-0.194968518494722,-0.1646567206141493,-0.07484518325063776,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
141,log_fdhgv_ratio,8604.0,-3.715881629817466,0.5705423424347116,-8.278541113278866,-4.099997058115462,-3.714692596971513,-3.3414116970554466,-0.7627353545863952,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
142,log_fdhgva3_ratio,8189.0,-7.2403100539608465,0.9454306604911062,-10.909948001920874,-7.824560164371004,-7.192106811337463,-6.6082704944112045,-3.14905403849764,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
143,log_fdhgva5_ratio,8238.0,-6.814258540944028,1.2343472641202933,-10.329506639592044,-7.688994074997405,-6.795449983393702,-5.945829305771325,-1.4404890115078917,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
144,log_fdhgva6_ratio,8116.0,-6.648363471403173,1.299689854616098,-10.377825524930667,-7.5280778485460536,-6.581640618506317,-5.764269142283777,-1.6105747067967662,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
145,log_fdhgvr2_ratio,8603.0,-4.205705856095509,0.5286206511111501,-9.834191063533472,-4.538944594104062,-4.185165440477003,-3.8489922823142435,-2.0905569496153946,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
146,log_fdhgvr3_ratio,8584.0,-6.0173551681240856,0.6637160324716043,-10.155412905275787,-6.423741538497634,-6.009831759360113,-5.606994844812231,-2.95606701716156,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
147,log_fdhgvr4_ratio,8458.0,-6.356454993731798,0.9909122514544678,-9.92358425423525,-6.968438675879646,-6.292058794374758,-5.682928099029852,-2.9629077279059475,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
148,log_fdlgv_ratio,8605.0,-2.096617395090657,0.2419307148535105,-4.948759890378168,-2.242096331513395,-2.0862137061420682,-1.9383399962492327,-1.0799500568325706,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
149,log_fdpc_ratio,8444.0,-5.147664560372212,1.3964472774089032,-11.402697567248595,-5.932252856363416,-5.1492893114362905,-4.364021540881334,0.3310540046053088,nat,nuts1,PU,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
150,fd2wmv,1788.0,161.1700223713647,174.6145011564085,0.0,62.0,114.0,198.0,1598.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
151,fdall_mv,1788.0,25215.234899328858,21411.979163378932,503.0,8498.25,19978.5,36393.0,131829.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
152,fdbus,1788.0,116.94407158836691,93.98983266388522,1.0,57.0,94.0,146.0,891.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
153,fdcar,1788.0,19413.483780760627,16677.772475802434,396.0,6353.75,15258.0,28272.25,102131.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
154,fdhgv,1788.0,2142.8098434004473,2255.368521814643,28.0,582.0,1373.5,2845.25,18866.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
155,fdhgva3,1788.0,103.91666666666669,112.13206345606557,0.0,26.0,69.0,135.25,928.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
156,fdhgva5,1788.0,482.1314317673378,658.0772437254677,0.0,73.0,250.5,576.25,4819.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
157,fdhgva6,1788.0,664.6163310961969,1011.1156157245983,0.0,101.0,302.5,718.5,9301.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
158,fdhgvr2,1788.0,634.4334451901566,531.7046196028224,8.0,230.0,484.0,897.25,3594.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
159,fdhgvr3,1788.0,126.0413870246085,100.58226381837623,1.0,51.0,100.0,176.0,745.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
160,fdhgvr4,1788.0,131.670581655481,139.98491599249314,0.0,37.0,92.0,182.0,1510.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
161,fdlgv,1788.0,3380.8271812080543,2865.473634746342,70.0,1199.75,2702.0,4814.5,19259.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
162,fdpc,1788.0,7.592841163310963,17.935586862064934,0.0,0.0,2.0,7.0,302.0,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
163,fd2wmv_ratio,1788.0,0.007677620413071589,0.006494541548692141,0.0,0.004133594764997491,0.006116744079147803,0.0089760154028812,0.08582647718773373,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
164,fdbus_ratio,1788.0,0.006727807663592613,0.005173502849151062,0.00043122965135082683,0.0030700734124018635,0.005101149791857761,0.008735697387902686,0.03359683794466403,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
165,fdcar_ratio,1788.0,0.7622091103272629,0.05122984254648676,0.4506559705857776,0.7332767828996161,0.7690193341905731,0.7980799771025237,0.906772316454129,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
166,fdhgv_ratio,1788.0,0.0832253468591096,0.04411813199459275,0.009470151042915369,0.0521142399564141,0.07290839815099685,0.10438031840563083,0.4220198675496689,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
167,fdhgva3_ratio,1788.0,0.004380256608960742,0.0033020718755601077,0.0,0.0020449571945907333,0.003469812630117973,0.0059569191959571435,0.030103480714957668,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
168,fdhgva5_ratio,1788.0,0.0171345716522842,0.016489847618579485,0.0,0.0065264684554024645,0.011915796724232996,0.021878165163724404,0.15927152317880794,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
169,fdhgva6_ratio,1788.0,0.02328612196225727,0.02223106607909504,0.0,0.008847583760475137,0.016013097159563873,0.029651635358763875,0.20662251655629127,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
170,fdhgvr2_ratio,1788.0,0.02712657645494365,0.009766381589071279,0.004793289394847214,0.020589010877343668,0.02558509281138081,0.03191950659147125,0.09199584199584199,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
171,fdhgvr3_ratio,1788.0,0.005956073889668396,0.0033746413950998854,0.00066106336764567,0.003981100570843979,0.005269071523905062,0.0069290170850395275,0.03666510976179355,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
172,fdhgvr4_ratio,1788.0,0.0053417462909954,0.003998115747280635,0.0,0.003072242491946927,0.004454244189261829,0.006409718543180483,0.04803659931376287,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
173,fdlgv_ratio,1788.0,0.14016011473696233,0.02576234234585396,0.04133232399697199,0.12306765996191975,0.13755277865880206,0.15577063271323874,0.3029925187032419,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
174,fdpc_ratio,1788.0,0.0006269553779633803,0.0014411716441980337,0.0,0.0,0.00011608675989620171,0.0005889050292489498,0.015867291741795887,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
175,log_fd2wmv,1785.0,4.650228020502717,1.0055586502512546,0.0,4.127134385045092,4.736198448394496,5.288267030694535,7.37650812632622,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
176,log_fdall_mv,1788.0,9.721647765444938,1.00635256713926,6.220590170099739,9.04761459160062,9.902411971490636,10.502131654977367,11.789260907196429,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
177,log_fdbus,1788.0,4.461427385777019,0.8420168558742815,0.0,4.043051267834549,4.543294782270004,4.983606621708336,6.792344427470808,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
178,log_fdcar,1788.0,9.447723789931224,1.0251940234600383,5.9814142112544815,8.756800280569072,9.632857782798967,10.249636027692324,11.534011581966489,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
179,log_fdhgv,1788.0,7.109951321832629,1.166791608737458,3.332204510175204,6.366466009156119,7.225117439275133,7.953406204582772,9.8451166392098,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
180,log_fdhgva3,1777.0,4.016200883163216,1.3022892223561398,0.0,3.2958368660043287,4.23410650459726,4.912654885736052,6.8330317327862025,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
181,log_fdhgva5,1783.0,5.2625641617562255,1.5858237124990704,0.0,4.30406509320417,5.529429087511423,6.366464543184347,8.480321716640331,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
182,log_fdhgva6,1784.0,5.578707485841824,1.497586350533192,0.0,4.624972813284272,5.7153802534577975,6.580290714547268,9.137877200242468,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
183,log_fdhgvr2,1788.0,6.053103289435799,0.9980836248989656,2.0794415416798357,5.4380793089231965,6.182084906716633,6.799334413619647,8.187021067343505,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
184,log_fdhgvr3,1788.0,4.475700348208973,0.9568816411496144,0.0,3.9318256327243257,4.605170185988092,5.170483995038151,6.61338421837956,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
185,log_fdhgvr4,1779.0,4.3035876395976045,1.2434686520044211,0.0,3.6109179126442235,4.532599493153255,5.2094861528414205,7.319864929808968,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
186,log_fdlgv,1788.0,7.7399320548682455,0.9594996535601374,4.248495242049359,7.089868415588947,7.901746902149293,8.479387460504428,9.865733762924213,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
187,log_fdpc,1200.0,1.6446969397959987,1.1760836179340737,0.0,0.6931471805599453,1.6094379124341005,2.3978952727983707,5.71042701737487,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
188,log_fd2wmv_ratio,1785.0,-5.075513931235746,0.6232993328071403,-9.366018456155862,-5.486179103717606,-5.095701581821482,-4.711898187263743,-2.4554277281612893,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
189,log_fdbus_ratio,1788.0,-5.260220379667934,0.7250029878493501,-7.7488697760054075,-5.78605386559672,-5.2782897650482115,-4.7403376251763625,-3.3933233252312496,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
190,log_fdcar_ratio,1788.0,-0.27392397551372544,0.07027140579362877,-0.7970510452362892,-0.3102320466074939,-0.2626392072173108,-0.2255464672663226,-0.09786388964789497,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
191,log_fdhgv_ratio,1788.0,-2.611696443612317,0.5024777399757063,-4.6596104222898695,-2.9543173763554407,-2.6185515299675948,-2.2597144313805493,-0.8627028865527451,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
192,log_fdhgva3_ratio,1777.0,-5.716700441378727,0.8526291310684468,-11.015279276316353,-6.175027320453356,-5.656990313149443,-5.11780063169559,-3.503114475542221,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
193,log_fdhgva5_ratio,1783.0,-4.464426206210547,0.9551039207861776,-9.02905827475689,-5.022656520253733,-4.42789619782654,-3.8218759443453885,-1.8371448402631545,nat,nuts1,TR,1729121.0,million £,1.5,17292.21,2011,2011,3.8,4.5,8.1,455.0,11.0,0.1999999999999993
